gene,snp
RP11-143J12.3,rs11782386
RP11-143J12.2,rs11782386
RP11-888D10.4,rs11782386
NDUFV2,rs11783641
ANKRD12,rs11783641
TWSG1,rs11783641
RP11-21J18.1,rs11783641
RP11-143J12.3,rs11783641
RP11-143J12.2,rs11783641
RP11-888D10.4,rs11783641
LCN1P1,rs11795315
ABO,rs11795315
RP11-430N14.4,rs11795315
LCN1P2,rs11795315
RP11-244N20.7,rs11795315
SNORD24,rs11795315
SNORD36B,rs11795315
SNORD36A,rs11795315
SNORD36C,rs11795315
RALGDS,rs11795315
GBGT1,rs11795315
OBP2B,rs11795315
RPL7A,rs11795315
SURF2,rs11795315
UBE3A,rs11802413
ATP10A,rs11802413
SNHG14,rs11802413
SNORD115-39,rs11802413
SNORD115-40,rs11802413
SNORD115-41,rs11802413
SNORD115-42,rs11802413
SNORD115-43,rs11802413
SNORD115-44,rs11802413
SNORD115-45,rs11802413
SNORD115-47,rs11802413
SNORD115-48,rs11802413
SNORD109B,rs11802413
RP13-487P22.1,rs11802413
AC124997.1,rs11802413
AC023449.2,rs11802413
RNA5SP390,rs11802413
LINC01074,rs1183260
LINC00459,rs1183260
RPL32P28,rs1183260
SQSTM1P1,rs1183260
LINC00448,rs1183260
H3F3BP1,rs11864453
RPL21P109,rs11864453
DACH1,rs11864453
IGHV1OR21-1,rs11878377
TPTE,rs11878377
AF254982.2,rs11878377
SLC25A15P4,rs11878377
CYCSP41,rs11878377
BAGE2,rs11878377
VN1R7P,rs11878377
AP003900.6,rs11878377
EIF3FP1,rs11878377
IMP3P1,rs11880865
RP11-109M17.2,rs11880865
RP11-109M17.1,rs11880865
IGHV1OR21-1,rs11881156
TPTE,rs11881156
AF254982.2,rs11881156
SLC25A15P4,rs11881156
CYCSP41,rs11881156
BAGE2,rs11881156
VN1R7P,rs11881156
AP003900.6,rs11881156
EIF3FP1,rs11881156
ENOX1-AS2,rs11887534
ENOX1-AS1,rs11887534
ENOX1,rs11887534
IFT88,rs11897480
IL17D,rs11897480
N6AMT2,rs11897480
XPO4,rs11897480
AL161772.1,rs11897480
AL512652.1,rs11897480
RANP8,rs11897480
RPSAP54,rs11897480
IFT88,rs11900894
IL17D,rs11900894
N6AMT2,rs11900894
XPO4,rs11900894
AL161772.1,rs11900894
AL512652.1,rs11900894
RANP8,rs11900894
RPSAP54,rs11900894
TMEM241,rs11902417
RIOK3,rs11902417
C18orf8,rs11902417
NPC1,rs11902417
ANKRD29,rs11902417
LAMA3,rs11902417
RPS10P27,rs11902417
RPL23AP77,rs11902417
IFNA21,rs11903224
IFNA4,rs11903224
IFNA7,rs11903224
IFNA10,rs11903224
IFNA16,rs11903224
IFNA17,rs11903224
IFNA14,rs11903224
IFNA5,rs11903224
KLHL9,rs11903224
IFNA6,rs11903224
IFNA13,rs11903224
IFNA2,rs11903224
IFNA8,rs11903224
IFNA1,rs11903224
IFNE,rs11903224
IFNWP15,rs11903224
IFNWP9,rs11903224
IFNWP18,rs11903224
IFNWP5,rs11903224
IFNA22P,rs11903224
IFNA20P,rs11903224
RP11-354P17.15,rs11903224
IFNA11P,rs11903224
IFNA12P,rs11903224
IFNWP2,rs11903224
IFNWP19,rs11903224
MIR31HG,rs11903224
LINC00402,rs11957260
RNY1P5,rs11957260
RPL21P108,rs11957260
LINC00381,rs11957260
LINC00347,rs11957260
KLF12,rs11957260
AL355390.1,rs11957260
TPTE2P1,rs12027135
SLC25A15P3,rs12027135
RPL34P27,rs12027135
AL359757.1,rs12027135
AMER2-AS1,rs12027135
LINC01053,rs12027135
LINC01076,rs12027135
RPL23AP69,rs12027135
AL590787.1,rs12027135
RP11-271M24.2,rs12027135
TCEB2P1,rs12027135
CENPJ,rs12027135
PABPC3,rs12027135
AMER2,rs12027135
MTMR6,rs12027135
NUPL1,rs12027135
ATP8A2,rs12027135
LINC01074,rs12039115
LINC00459,rs12039115
RPL32P28,rs12039115
SQSTM1P1,rs12039115
LINC00448,rs12039115
LINC01074,rs12042319
LINC00459,rs12042319
RPL32P28,rs12042319
SQSTM1P1,rs12042319
LINC00448,rs12042319
LINC01074,rs12047226
LINC00459,rs12047226
RPL32P28,rs12047226
SQSTM1P1,rs12047226
LINC00448,rs12047226
PLK1S1,rs12052779
RP4-777D9.2,rs12052779
ZNF877P,rs12052779
RP11-227D2.3,rs12052779
RN7SKP140,rs12052779
RP5-984P4.1,rs12052779
GSTM3P1,rs12052779
NKX2-2-AS1,rs12052779
RP5-984P4.4,rs12052779
XRN2,rs12052779
NKX2-4,rs12052779
NKX2-2,rs12052779
LINC01074,rs12062275
LINC00459,rs12062275
RPL32P28,rs12062275
SQSTM1P1,rs12062275
LINC00448,rs12062275
MIR5007,rs12067569
MYO16-AS2,rs12073497
MYO16-AS1,rs12073497
LINC00370,rs12073497
LINC01067,rs12073497
LINC00399,rs12073497
MYO16,rs12073497
LINC01074,rs12090886
LINC00459,rs12090886
RPL32P28,rs12090886
SQSTM1P1,rs12090886
LINC00448,rs12090886
RP11-625H11.1,rs12092541
RP11-625H11.2,rs12092541
AC103740.1,rs12092541
MIR190A,rs12092541
RP11-1069G10.1,rs12092541
RP11-1069G10.2,rs12092541
RP11-244F12.1,rs12092541
TLN2,rs12092541
AC007948.1,rs12116574
RP11-453M23.1,rs12116574
RP11-775G23.1,rs12116574
AC007948.1,rs12117388
RP11-453M23.1,rs12117388
RP11-775G23.1,rs12117388
MYO16-AS2,rs12127701
MYO16-AS1,rs12127701
LINC00370,rs12127701
MYO16,rs12127701
AC007948.1,rs12130333
RP11-453M23.1,rs12130333
RP11-775G23.1,rs12130333
MYO16-AS2,rs12136063
MYO16-AS1,rs12136063
LINC00370,rs12136063
LINC01067,rs12136063
LINC00399,rs12136063
MYO16,rs12136063
LINC01074,rs12136083
LINC00459,rs12136083
RPL32P28,rs12136083
SQSTM1P1,rs12136083
LINC00448,rs12136083
RP11-27G24.1,rs12149545
RP11-27G24.3,rs12149545
RAX,rs12149545
CPLX4,rs12149545
LMAN1,rs12149545
SMARCE1P5,rs12150984
LINC00407,rs12150984
TSC22D1,rs12150984
RP11-665J16.1,rs12173076
RP11-60L3.2,rs12173076
CTD-2311M21.2,rs12173076
CTD-2311M21.3,rs12173076
UBL7-AS1,rs12173076
RP11-10O17.1,rs12173076
RP11-10O17.3,rs12173076
CTD-3154N5.1,rs12173076
RP11-414J4.2,rs12173076
STRA6,rs12173076
CCDC33,rs12173076
CYP11A1,rs12173076
SEMA7A,rs12173076
UBL7,rs12173076
ARID3B,rs12173076
CLK3,rs12173076
EDC3,rs12173076
CYP1A1,rs12173076
CYP1A2,rs12173076
CSK,rs12173076
LMAN1L,rs12173076
CPLX3,rs12173076
H3F3BP1,rs12325142
RPL21P109,rs12325142
DACH1,rs12325142
RP11-27G24.1,rs12446515
RP11-27G24.3,rs12446515
RAX,rs12446515
CPLX4,rs12446515
LMAN1,rs12446515
RP11-27G24.1,rs12448528
RP11-27G24.3,rs12448528
RAX,rs12448528
CPLX4,rs12448528
LMAN1,rs12448528
AP001053.11,rs12452315
MYL6P1,rs12452315
RNU6-859P,rs12452315
RNU6-1150P,rs12452315
H2AFZP1,rs12452315
AP001055.6,rs12452315
AP001056.1,rs12452315
AP001057.1,rs12452315
AP001058.3,rs12452315
AP001059.5,rs12452315
AP001062.8,rs12452315
AP001062.7,rs12452315
AP001062.1,rs12452315
AP001062.9,rs12452315
AP001063.1,rs12452315
CSTB,rs12452315
AGPAT3,rs12452315
TRAPPC10,rs12452315
PWP2,rs12452315
C21orf33,rs12452315
AP001055.1,rs12452315
ICOSLG,rs12452315
DNMT3L,rs12452315
AIRE,rs12452315
PFKL,rs12452315
C21orf2,rs12452315
TRPM2,rs12452315
LRRC3,rs12452315
IGHV1OR21-1,rs12460421
TPTE,rs12460421
AF254982.2,rs12460421
SLC25A15P4,rs12460421
CYCSP41,rs12460421
BAGE2,rs12460421
VN1R7P,rs12460421
AP003900.6,rs12460421
EIF3FP1,rs12460421
CHODL,rs12460764
TMPRSS15,rs12460764
CHODL-AS1,rs12460764
RPL37P3,rs12460764
AP000998.2,rs12460764
XPO4,rs12467767
LATS2,rs12467767
CNOT4P1,rs12467767
HNRNPA1P30,rs12467767
PPIAP27,rs12467767
RPSAP54,rs12467767
RNU6-51P,rs12467767
LATS2-AS1,rs12467767
IFT88,rs12471982
IL17D,rs12471982
N6AMT2,rs12471982
XPO4,rs12471982
AL161772.1,rs12471982
AL512652.1,rs12471982
RANP8,rs12471982
RPSAP54,rs12471982
IGHD5OR15-5B,rs12477249
IGHD4OR15-4B,rs12477249
IGHD3OR15-3B,rs12477249
IGHD2OR15-2B,rs12477249
IGHD1OR15-1B,rs12477249
OR11J5P,rs12477249
KIAA0125P2,rs12477249
RP11-810K23.6,rs12477249
RP11-854K16.2,rs12477249
RN7SL400P,rs12477249
RP11-854K16.3,rs12477249
BMS1P16,rs12477249
THBS1,rs12480916
FSIP1,rs12480916
RP11-624L4.1,rs12480916
RP11-462P6.1,rs12480916
RP11-624L4.2,rs12480916
RP11-27M9.1,rs12480916
CTD-2033D15.1,rs12480916
RP11-37C7.3,rs12480916
RP11-102J14.1,rs12490265
PA2G4P2,rs12490265
CHRNA7,rs12525722
GOLGA8K,rs12525722
AC139426.2,rs12525722
AC135983.2,rs12525722
RP13-395E19.4,rs12525722
RNU6-18P,rs12525722
RP13-395E19.2,rs12525722
RP11-717I24.1,rs12525722
DNM1P31,rs12525722
AC139426.1,rs12525722
RN7SL185P,rs12525722
RP13-395E19.3,rs12525722
ULK4P1,rs12525722
DNM1P32,rs12525722
EEF1DP3,rs12528365
LINC01073,rs12528365
FRY-AS1,rs12528365
RXFP2,rs12528365
FRY,rs12528365
RP4-553F4.2,rs12528368
RPL31P2,rs12528368
RP4-553F4.6,rs12528368
TPM3P2,rs12528368
PIGPP3,rs12528368
RP5-1125A11.1,rs12528368
RP5-1125A11.4,rs12528368
MIR4755,rs12528368
RP1-64K7.4,rs12528368
RPS2P1,rs12528368
NECAB3,rs12528368
E2F1,rs12528368
PXMP4,rs12528368
ZNF341,rs12528368
CHMP4B,rs12528368
RALY,rs12528368
EIF2S2,rs12528368
ASIP,rs12528368
EEF1DP3,rs12528797
LINC01073,rs12528797
FRY-AS1,rs12528797
RXFP2,rs12528797
FRY,rs12528797
EEF1DP3,rs12529049
LINC01073,rs12529049
FRY-AS1,rs12529049
RXFP2,rs12529049
FRY,rs12529049
EEF1DP3,rs12529093
LINC01073,rs12529093
FRY-AS1,rs12529093
RXFP2,rs12529093
FRY,rs12529093
TUBA3C,rs12608822
RP11-408E5.4,rs12608822
RP11-408E5.6,rs12608822
SMPD4P2,rs12608822
PSPC1P1,rs12608822
RP11-408E5.5,rs12608822
ANKRD26P3,rs12608822
MRPL3P1,rs12608822
LINC00421,rs12608822
PARP4P2,rs12608822
FAM58DP,rs12608822
SLC25A15P2,rs12608822
CHODL,rs12610185
TMPRSS15,rs12610185
CHODL-AS1,rs12610185
RPL37P3,rs12610185
AP000998.2,rs12610185
CHODL,rs12610191
TMPRSS15,rs12610191
CHODL-AS1,rs12610191
RPL37P3,rs12610191
AP000998.2,rs12610191
IFT88,rs12618122
IL17D,rs12618122
N6AMT2,rs12618122
XPO4,rs12618122
AL161772.1,rs12618122
AL512652.1,rs12618122
RANP8,rs12618122
RPSAP54,rs12618122
THBS1,rs12624863
FSIP1,rs12624863
RP11-624L4.1,rs12624863
RP11-462P6.1,rs12624863
RP11-624L4.2,rs12624863
RP11-27M9.1,rs12624863
CTD-2033D15.1,rs12624863
RP11-37C7.3,rs12624863
AP001425.14,rs12625035
DSCR10,rs12625035
AP001434.2,rs12625035
SPATA20P1,rs12625035
AP001422.3,rs12625035
SNRPGP13,rs12625035
KCNJ15,rs12625035
ERG,rs12625035
RPL41P1,rs12670798
NKX2-2,rs12670798
PAX1,rs12670798
DENND1A,rs12677676
RP11-417B4.2,rs12677676
RP11-417B4.3,rs12677676
PIGFP2,rs12677676
RP11-217B7.2,rs12686004
ABCA1,rs12686004
POTEB2,rs12691202
IGHD5OR15-5B,rs12691202
IGHD4OR15-4B,rs12691202
IGHD3OR15-3B,rs12691202
IGHD2OR15-2B,rs12691202
IGHD1OR15-1B,rs12691202
RP11-810K23.7,rs12691202
RNU6-749P,rs12691202
RP11-810K23.9,rs12691202
RP11-810K23.10,rs12691202
RP11-810K23.5,rs12691202
NF1P1,rs12691202
MIR5701-1,rs12691202
CT60,rs12691202
OR11J2P,rs12691202
OR11J5P,rs12691202
KIAA0125P2,rs12691202
RP11-810K23.6,rs12691202
RP11-854K16.2,rs12691202
BMS1P16,rs12691202
RP11-27G24.1,rs12708967
RP11-27G24.3,rs12708967
RAX,rs12708967
CPLX4,rs12708967
LMAN1,rs12708967
PIEZO2,rs12710260
RP11-93H10.1,rs12710260
TMEM241,rs12710745
RIOK3,rs12710745
C18orf8,rs12710745
NPC1,rs12710745
ANKRD29,rs12710745
LAMA3,rs12710745
RPS10P27,rs12710745
RPL23AP77,rs12710745
PLK1S1,rs12712923
RP4-777D9.2,rs12712923
ZNF877P,rs12712923
RP11-227D2.3,rs12712923
RN7SKP140,rs12712923
RP5-984P4.1,rs12712923
GSTM3P1,rs12712923
NKX2-2-AS1,rs12712923
RP5-984P4.4,rs12712923
XRN2,rs12712923
NKX2-4,rs12712923
NKX2-2,rs12712923
IGHD5OR15-5B,rs12712940
IGHD4OR15-4B,rs12712940
IGHD3OR15-3B,rs12712940
IGHD2OR15-2B,rs12712940
IGHD1OR15-1B,rs12712940
OR11J5P,rs12712940
KIAA0125P2,rs12712940
RP11-810K23.6,rs12712940
RP11-854K16.2,rs12712940
RN7SL400P,rs12712940
RP11-854K16.3,rs12712940
BMS1P16,rs12712940
CRYL1,rs12713843
IFT88,rs12713843
IL17D,rs12713843
N6AMT2,rs12713843
MIR4499,rs12713843
SLC35E1P1,rs12713843
RNU2-7P,rs12713843
AL161772.1,rs12713843
AL512652.1,rs12713843
POTEB2,rs12713956
IGHD5OR15-5B,rs12713956
IGHD4OR15-4B,rs12713956
IGHD3OR15-3B,rs12713956
IGHD2OR15-2B,rs12713956
IGHD1OR15-1B,rs12713956
RP11-810K23.7,rs12713956
RNU6-749P,rs12713956
RP11-810K23.9,rs12713956
RP11-810K23.10,rs12713956
RP11-810K23.5,rs12713956
NF1P1,rs12713956
MIR5701-1,rs12713956
CT60,rs12713956
OR11J2P,rs12713956
OR11J5P,rs12713956
KIAA0125P2,rs12713956
RP11-810K23.6,rs12713956
RP11-854K16.2,rs12713956
BMS1P16,rs12713956
TMEM241,rs12714102
RIOK3,rs12714102
C18orf8,rs12714102
NPC1,rs12714102
ANKRD29,rs12714102
LAMA3,rs12714102
RPS10P27,rs12714102
RPL23AP77,rs12714102
LINC00237,rs12714221
RPL24P2,rs12714221
PLK1S1,rs12714221
RNA5SP477,rs12714221
RP5-872K7.7,rs12714221
RP4-777D9.2,rs12714221
RPS15AP1,rs12714221
ZNF877P,rs12714221
XRN2,rs12714221
AP000946.2,rs12714264
TMEM241,rs12720796
RIOK3,rs12720796
C18orf8,rs12720796
NPC1,rs12720796
ANKRD29,rs12720796
LAMA3,rs12720796
RPS10P27,rs12720796
RPL23AP77,rs12720796
LINC00237,rs12720804
RPL24P2,rs12720804
PLK1S1,rs12720804
RNA5SP477,rs12720804
RP5-872K7.7,rs12720804
RP4-777D9.2,rs12720804
RPS15AP1,rs12720804
ZNF877P,rs12720804
XRN2,rs12720804
TMEM241,rs12720828
RIOK3,rs12720828
C18orf8,rs12720828
NPC1,rs12720828
ANKRD29,rs12720828
LAMA3,rs12720828
RPS10P27,rs12720828
RPL23AP77,rs12720828
POTEB2,rs12720838
IGHD5OR15-5B,rs12720838
IGHD4OR15-4B,rs12720838
IGHD3OR15-3B,rs12720838
IGHD2OR15-2B,rs12720838
IGHD1OR15-1B,rs12720838
RP11-810K23.7,rs12720838
RNU6-749P,rs12720838
RP11-810K23.9,rs12720838
RP11-810K23.10,rs12720838
RP11-810K23.5,rs12720838
NF1P1,rs12720838
MIR5701-1,rs12720838
CT60,rs12720838
OR11J2P,rs12720838
OR11J5P,rs12720838
KIAA0125P2,rs12720838
RP11-810K23.6,rs12720838
RP11-854K16.2,rs12720838
BMS1P16,rs12720838
TMEM241,rs12720842
RIOK3,rs12720842
C18orf8,rs12720842
NPC1,rs12720842
ANKRD29,rs12720842
LAMA3,rs12720842
RPS10P27,rs12720842
RPL23AP77,rs12720842
RP11-109D20.1,rs12721109
RP11-109D20.2,rs12721109
CTD-2651B20.1,rs12721109
RP11-519G16.2,rs12721109
CTD-2651B20.7,rs12721109
CTD-2651B20.6,rs12721109
CTD-2651B20.2,rs12721109
CTD-2651B20.3,rs12721109
DUOX2,rs12721109
DUOXA2,rs12721109
DUOXA1,rs12721109
DUOX1,rs12721109
SHF,rs12721109
SLC28A2,rs12721109
RP11-380N8.6,rs12726287
RPS3AP44,rs12726287
WASF3-AS1,rs12726287
FGFR1OP2P1,rs12726287
CDK8,rs12726287
WASF3,rs12726287
GPR12,rs12726287
CTD-2515C13.1,rs12735646
CTD-2515C13.2,rs12735646
AC091321.1,rs12735646
RP11-784B15.1,rs12735646
AL512655.1,rs12739506
MYO16-AS2,rs12740374
MYO16-AS1,rs12740374
LINC00370,rs12740374
MYO16,rs12740374
RP11-380N8.6,rs12742376
RPS3AP44,rs12742376
WASF3-AS1,rs12742376
FGFR1OP2P1,rs12742376
CDK8,rs12742376
WASF3,rs12742376
GPR12,rs12742376
GABRB3,rs12746810
GABRA5,rs12746810
GABRG3,rs12746810
AC011196.3,rs12746810
AC135999.2,rs12746810
TVP23BP1,rs12746810
AC136896.1,rs12746810
MYO16-AS2,rs12746961
MYO16-AS1,rs12746961
LINC00370,rs12746961
MYO16,rs12746961
LINC00158,rs12748152
AP000221.1,rs12748152
MIR155HG,rs12748152
LINC00515,rs12748152
RNGTTP1,rs12748152
FDX1P2,rs12748152
AP000226.9,rs12748152
AP001442.2,rs12748152
RNU6-123P,rs12748152
MRPL39,rs12748152
JAM2,rs12748152
ATP5J,rs12748152
GABPA,rs12748152
APP,rs12748152
RP11-380N8.6,rs12751742
RPS3AP44,rs12751742
WASF3-AS1,rs12751742
FGFR1OP2P1,rs12751742
CDK8,rs12751742
WASF3,rs12751742
GPR12,rs12751742
RP11-380N8.6,rs12753981
RPS3AP44,rs12753981
WASF3-AS1,rs12753981
FGFR1OP2P1,rs12753981
CDK8,rs12753981
WASF3,rs12753981
GPR12,rs12753981
MYO16-AS2,rs1277930
MYO16-AS1,rs1277930
LINC00370,rs1277930
MYO16,rs1277930
MYO16-AS2,rs1278286
MYO16-AS1,rs1278286
LINC00370,rs1278286
LINC01067,rs1278286
LINC00399,rs1278286
MYO16,rs1278286
LINC00402,rs12916
RNY1P5,rs12916
RPL21P108,rs12916
LINC00381,rs12916
LINC00347,rs12916
KLF12,rs12916
AL355390.1,rs12916
RP11-126K15.1,rs12921355
RN7SL401P,rs12921355
RP11-25L3.3,rs12921355
RP11-669I1.1,rs12921355
RN7SL551P,rs12921355
FAUP1,rs12921355
RP11-231E4.2,rs12921355
FBXO15,rs12921355
TIMM21,rs12921355
CYB5A,rs12921355
C18orf63,rs12921355
H3F3BP1,rs12921986
RPL21P109,rs12921986
RPL35AP31,rs12921986
DACH1,rs12921986
SOGA2P1,rs12927205
LINC00348,rs12927205
RABEPKP1,rs12927205
DACH1,rs12927205
SOGA2P1,rs12931964
LINC00348,rs12931964
RABEPKP1,rs12931964
DACH1,rs12931964
RPL5P3,rs12934297
RP11-673C5.2,rs12934297
RP11-673C5.1,rs12934297
RP11-592N21.1,rs12934297
RP11-592N21.2,rs12934297
AC108861.1,rs12934297
NR2E3,rs12934297
CTD-2524L6.3,rs12934297
LRRC49,rs12934297
THAP10,rs12934297
THSD4,rs12934297
CT62,rs12934297
H3F3BP1,rs12934528
RPL21P109,rs12934528
DACH1,rs12934528
IGHV1OR21-1,rs12971616
TPTE,rs12971616
AF254982.2,rs12971616
SLC25A15P4,rs12971616
CYCSP41,rs12971616
BAGE2,rs12971616
VN1R7P,rs12971616
AP003900.6,rs12971616
EIF3FP1,rs12971616
SNORA81,rs12972397
ABHD3,rs12972397
MIB1,rs12972397
RP11-595B24.2,rs12972397
GATA6,rs12972397
AC091038.1,rs12972397
RN7SL233P,rs12972397
MIR1-2,rs12972397
RP11-268I9.1,rs12972397
RP11-268I9.3,rs12972397
RNU6-1038P,rs12972397
RP11-268I9.4,rs12972397
RNA5SP451,rs12972397
RP11-595B24.1,rs12972397
AC091043.1,rs12972397
RNU6ATAC20P,rs12972397
GATA6-AS1,rs12972397
RP11-627G18.2,rs12972397
RNU6-702P,rs12972397
RP11-627G18.1,rs12972397
RP11-627G18.4,rs12972397
CHODL,rs12973258
TMPRSS15,rs12973258
CHODL-AS1,rs12973258
RPL37P3,rs12973258
AP000998.2,rs12973258
RP11-321C24.1,rs12975698
RN7SL49P,rs12975698
RN7SKP3,rs12975698
RNU6-69P,rs12975698
NUFIP1,rs12975698
GPALPP1,rs12975698
GTF2F2,rs12975698
SMARCE1P5,rs12977255
LINC00407,rs12977255
TSC22D1,rs12977255
IGHV1OR21-1,rs12977506
TPTE,rs12977506
AF254982.2,rs12977506
SLC25A15P4,rs12977506
CYCSP41,rs12977506
BAGE2,rs12977506
VN1R7P,rs12977506
AP003900.6,rs12977506
EIF3FP1,rs12977506
SNORA81,rs12977524
ABHD3,rs12977524
MIB1,rs12977524
RP11-595B24.2,rs12977524
GATA6,rs12977524
AC091038.1,rs12977524
RN7SL233P,rs12977524
MIR1-2,rs12977524
RP11-268I9.1,rs12977524
RP11-268I9.3,rs12977524
RNU6-1038P,rs12977524
RP11-268I9.4,rs12977524
RNA5SP451,rs12977524
RP11-595B24.1,rs12977524
AC091043.1,rs12977524
RNU6ATAC20P,rs12977524
GATA6-AS1,rs12977524
RP11-627G18.2,rs12977524
RNU6-702P,rs12977524
RP11-627G18.1,rs12977524
RP11-627G18.4,rs12977524
CHODL,rs12979148
TMPRSS15,rs12979148
CHODL-AS1,rs12979148
RPL37P3,rs12979148
AP000998.2,rs12979148
SNORA81,rs12982276
ABHD3,rs12982276
MIB1,rs12982276
RP11-595B24.2,rs12982276
GATA6,rs12982276
AC091038.1,rs12982276
RN7SL233P,rs12982276
MIR1-2,rs12982276
RP11-268I9.1,rs12982276
RP11-268I9.3,rs12982276
RNU6-1038P,rs12982276
RP11-268I9.4,rs12982276
RNA5SP451,rs12982276
RP11-595B24.1,rs12982276
AC091043.1,rs12982276
RNU6ATAC20P,rs12982276
GATA6-AS1,rs12982276
RP11-627G18.2,rs12982276
RNU6-702P,rs12982276
RP11-627G18.1,rs12982276
RP11-627G18.4,rs12982276
SMARCE1P5,rs12983889
LINC00407,rs12983889
TSC22D1,rs12983889
SMARCE1P5,rs12985368
LINC00407,rs12985368
TSC22D1,rs12985368
TUBA3C,rs12985655
RP11-408E5.4,rs12985655
LINC00418,rs12985655
GXYLT1P1,rs12985655
CYP4F34P,rs12985655
SNX18P26,rs12985655
LINC00328-2P,rs12985655
ANKRD20A9P,rs12985655
RHOT1P3,rs12985655
RP11-38M15.11,rs12985655
RNU6-55P,rs12985655
RNU6-76P,rs12985655
SNX19P2,rs12985655
LINC00408,rs12985655
RP11-442J17.3,rs12985655
PHF2P2,rs12985655
LINC00442,rs12985655
USP24P1,rs12985655
GTF2IP3,rs12985655
RP11-301J16.7,rs12985655
RNA5SP24,rs12985655
CENPIP1,rs12985655
RNU6-52P,rs12985655
RP11-408E5.6,rs12985655
SMPD4P2,rs12985655
PSPC1P1,rs12985655
RP11-408E5.5,rs12985655
POTEB2,rs12992267
IGHD5OR15-5B,rs12992267
IGHD4OR15-4B,rs12992267
IGHD3OR15-3B,rs12992267
IGHD2OR15-2B,rs12992267
IGHD1OR15-1B,rs12992267
RP11-810K23.7,rs12992267
RNU6-749P,rs12992267
RP11-810K23.9,rs12992267
RP11-810K23.10,rs12992267
RP11-810K23.5,rs12992267
NF1P1,rs12992267
MIR5701-1,rs12992267
CT60,rs12992267
OR11J2P,rs12992267
OR11J5P,rs12992267
KIAA0125P2,rs12992267
RP11-810K23.6,rs12992267
RP11-854K16.2,rs12992267
BMS1P16,rs12992267
IFT88,rs12997242
IL17D,rs12997242
N6AMT2,rs12997242
XPO4,rs12997242
AL161772.1,rs12997242
AL512652.1,rs12997242
RANP8,rs12997242
RPSAP54,rs12997242
POTEB2,rs12999441
IGHD5OR15-5B,rs12999441
IGHD4OR15-4B,rs12999441
IGHD3OR15-3B,rs12999441
IGHD2OR15-2B,rs12999441
IGHD1OR15-1B,rs12999441
RP11-810K23.7,rs12999441
RNU6-749P,rs12999441
RP11-810K23.9,rs12999441
RP11-810K23.10,rs12999441
RP11-810K23.5,rs12999441
NF1P1,rs12999441
MIR5701-1,rs12999441
CT60,rs12999441
OR11J2P,rs12999441
OR11J5P,rs12999441
KIAA0125P2,rs12999441
RP11-810K23.6,rs12999441
RP11-854K16.2,rs12999441
BMS1P16,rs12999441
TMEM241,rs13002939
RIOK3,rs13002939
C18orf8,rs13002939
NPC1,rs13002939
ANKRD29,rs13002939
LAMA3,rs13002939
RPS10P27,rs13002939
RPL23AP77,rs13002939
IGHD5OR15-5B,rs13011615
IGHD4OR15-4B,rs13011615
IGHD3OR15-3B,rs13011615
IGHD2OR15-2B,rs13011615
IGHD1OR15-1B,rs13011615
OR11J5P,rs13011615
KIAA0125P2,rs13011615
RP11-810K23.6,rs13011615
RP11-854K16.2,rs13011615
RN7SL400P,rs13011615
RP11-854K16.3,rs13011615
BMS1P16,rs13011615
TMEM241,rs13014683
RIOK3,rs13014683
C18orf8,rs13014683
NPC1,rs13014683
ANKRD29,rs13014683
LAMA3,rs13014683
RPS10P27,rs13014683
RPL23AP77,rs13014683
RN7SKP140,rs13014768
RP5-984P4.1,rs13014768
GSTM3P1,rs13014768
NKX2-2-AS1,rs13014768
RP5-984P4.4,rs13014768
NKX2-4,rs13014768
NKX2-2,rs13014768
POTEB2,rs13020417
IGHD5OR15-5B,rs13020417
IGHD4OR15-4B,rs13020417
IGHD3OR15-3B,rs13020417
IGHD2OR15-2B,rs13020417
IGHD1OR15-1B,rs13020417
RP11-810K23.7,rs13020417
RNU6-749P,rs13020417
RP11-810K23.9,rs13020417
RP11-810K23.10,rs13020417
RP11-810K23.5,rs13020417
NF1P1,rs13020417
MIR5701-1,rs13020417
CT60,rs13020417
OR11J2P,rs13020417
OR11J5P,rs13020417
KIAA0125P2,rs13020417
RP11-810K23.6,rs13020417
RP11-854K16.2,rs13020417
BMS1P16,rs13020417
CABLES1,rs13027175
TMEM241,rs13027175
RIOK3,rs13027175
C18orf8,rs13027175
NPC1,rs13027175
RP11-17J14.2,rs13027175
LINC01074,rs1305521
LINC00459,rs1305521
RPL32P28,rs1305521
SQSTM1P1,rs1305521
LINC00448,rs1305521
TMEM241,rs1317821
RIOK3,rs1317821
C18orf8,rs1317821
NPC1,rs1317821
ANKRD29,rs1317821
LAMA3,rs1317821
RPS10P27,rs1317821
RPL23AP77,rs1317821
CHRNA7,rs13192471
GOLGA8K,rs13192471
AC139426.2,rs13192471
AC135983.2,rs13192471
RP13-395E19.4,rs13192471
RNU6-18P,rs13192471
RP13-395E19.2,rs13192471
RP11-717I24.1,rs13192471
DNM1P31,rs13192471
AC139426.1,rs13192471
RN7SL185P,rs13192471
RP13-395E19.3,rs13192471
ULK4P1,rs13192471
DNM1P32,rs13192471
TMEM241,rs1320145
RIOK3,rs1320145
C18orf8,rs1320145
NPC1,rs1320145
ANKRD29,rs1320145
LAMA3,rs1320145
RPS10P27,rs1320145
RPL23AP77,rs1320145
CHRNA7,rs13209234
GOLGA8K,rs13209234
AC139426.2,rs13209234
AC135983.2,rs13209234
